Year,GEO,Income concept,Economic family type,GINI
2004,Prince Edward Island,Market income,Elderly married couples,0.611
2004,Prince Edward Island,Market income,Other elderly families,
2004,Prince Edward Island,Market income,Non-elderly families,0.368
2004,Prince Edward Island,Market income,Married couples,0.346
2004,Prince Edward Island,Market income,"Married couples, no earners",
2004,Prince Edward Island,Market income,"Married couples, one earner",0.413
2004,Prince Edward Island,Market income,"Married couples, two earners",0.311
2004,Prince Edward Island,Market income,Two-parent families with children,0.312
2004,Prince Edward Island,Market income,"Two-parent families with children, no earners",
2004,Prince Edward Island,Market income,"Two-parent families with children, one earner",
2004,Prince Edward Island,Market income,"Two-parent families with children, two earners",0.299
2004,Prince Edward Island,Market income,"Two-parent families with children, three or more earners",0.298
2004,Prince Edward Island,Market income,Married couples with other relatives,0.329
2004,Prince Edward Island,Market income,Lone-parent families,0.402
2004,Prince Edward Island,Market income,Male lone-parent families,
2004,Prince Edward Island,Market income,Female lone-parent families,0.411
2004,Prince Edward Island,Market income,"Female lone-parent families, no earners",
2004,Prince Edward Island,Market income,"Female lone-parent families, one earner",0.42
2004,Prince Edward Island,Market income,"Female lone-parent families, two or more earners",
2004,Prince Edward Island,Market income,Other non-elderly families,0.391
2004,Prince Edward Island,Market income,Unattached individuals,0.564
2004,Prince Edward Island,Market income,Elderly males,0.524
2004,Prince Edward Island,Market income,"Elderly males, non-earner",
2004,Prince Edward Island,Market income,"Elderly males, earner",
2004,Prince Edward Island,Market income,Elderly females,0.683
2004,Prince Edward Island,Market income,"Elderly females, non-earner",0.669
2004,Prince Edward Island,Market income,"Elderly females, earner",
2004,Prince Edward Island,Market income,Non-elderly males,0.468
2004,Prince Edward Island,Market income,"Non-elderly males, non-earner",
2004,Prince Edward Island,Market income,"Non-elderly males, earner",0.398
2004,Prince Edward Island,Market income,Non-elderly females,0.482
2004,Prince Edward Island,Market income,"Non-elderly females, non-earner",
2004,Prince Edward Island,Market income,"Non-elderly females, earner",0.391
2004,Prince Edward Island,Total income,All family units,0.372
2004,Prince Edward Island,Total income,"Economic families, two persons or more",0.307
2004,Prince Edward Island,Total income,Elderly families,0.328
2004,Prince Edward Island,Total income,Elderly married couples,0.306
2004,Prince Edward Island,Total income,Other elderly families,
2004,Prince Edward Island,Total income,Non-elderly families,0.292
2004,Prince Edward Island,Total income,Married couples,0.283
2004,Prince Edward Island,Total income,"Married couples, no earners",
2004,Prince Edward Island,Total income,"Married couples, one earner",0.323
2004,Prince Edward Island,Total income,"Married couples, two earners",0.258
2004,Prince Edward Island,Total income,Two-parent families with children,0.246
2004,Prince Edward Island,Total income,"Two-parent families with children, no earners",
2004,Prince Edward Island,Total income,"Two-parent families with children, one earner",
2004,Prince Edward Island,Total income,"Two-parent families with children, two earners",0.238
2004,Prince Edward Island,Total income,"Two-parent families with children, three or more earners",0.219
2004,Prince Edward Island,Total income,Married couples with other relatives,0.269
2004,Prince Edward Island,Total income,Lone-parent families,0.22
2004,Prince Edward Island,Total income,Male lone-parent families,
2004,Prince Edward Island,Total income,Female lone-parent families,0.225
2004,Prince Edward Island,Total income,"Female lone-parent families, no earners",
2004,Prince Edward Island,Total income,"Female lone-parent families, one earner",0.247
2004,Prince Edward Island,Total income,"Female lone-parent families, two or more earners",
2004,Prince Edward Island,Total income,Other non-elderly families,0.27
2004,Prince Edward Island,Total income,Unattached individuals,0.346
2004,Prince Edward Island,Total income,Elderly males,0.239
2004,Prince Edward Island,Total income,"Elderly males, non-earner",
2004,Prince Edward Island,Total income,"Elderly males, earner",
2004,Prince Edward Island,Total income,Elderly females,0.193
2004,Prince Edward Island,Total income,"Elderly females, non-earner",0.162
2004,Prince Edward Island,Total income,"Elderly females, earner",
2004,Prince Edward Island,Total income,Non-elderly males,0.351
2004,Prince Edward Island,Total income,"Non-elderly males, non-earner",
2004,Prince Edward Island,Total income,"Non-elderly males, earner",0.315
2004,Prince Edward Island,Total income,Non-elderly females,0.413
2004,Prince Edward Island,Total income,"Non-elderly females, non-earner",
2004,Prince Edward Island,Total income,"Non-elderly females, earner",0.367
2004,Prince Edward Island,After-tax income,All family units,0.342
2004,Prince Edward Island,After-tax income,"Economic families, two persons or more",0.274
2004,Prince Edward Island,After-tax income,Elderly families,0.28
2004,Prince Edward Island,After-tax income,Elderly married couples,0.252
2004,Prince Edward Island,After-tax income,Other elderly families,
2004,Prince Edward Island,After-tax income,Non-elderly families,0.264
2004,Prince Edward Island,After-tax income,Married couples,0.253
2004,Prince Edward Island,After-tax income,"Married couples, no earners",
2004,Prince Edward Island,After-tax income,"Married couples, one earner",0.293
2004,Prince Edward Island,After-tax income,"Married couples, two earners",0.229
2004,Prince Edward Island,After-tax income,Two-parent families with children,0.223
2004,Prince Edward Island,After-tax income,"Two-parent families with children, no earners",
2004,Prince Edward Island,After-tax income,"Two-parent families with children, one earner",
2004,Prince Edward Island,After-tax income,"Two-parent families with children, two earners",0.207
2004,Prince Edward Island,After-tax income,"Two-parent families with children, three or more earners",0.204
2004,Prince Edward Island,After-tax income,Married couples with other relatives,0.239
2004,Prince Edward Island,After-tax income,Lone-parent families,0.194
2004,Prince Edward Island,After-tax income,Male lone-parent families,
2004,Prince Edward Island,After-tax income,Female lone-parent families,0.203
2004,Prince Edward Island,After-tax income,"Female lone-parent families, no earners",
2004,Prince Edward Island,After-tax income,"Female lone-parent families, one earner",0.218
2004,Prince Edward Island,After-tax income,"Female lone-parent families, two or more earners",
2004,Prince Edward Island,After-tax income,Other non-elderly families,0.252
2004,Prince Edward Island,After-tax income,Unattached individuals,0.303
2004,Prince Edward Island,After-tax income,Elderly males,0.201
2004,Prince Edward Island,After-tax income,"Elderly males, non-earner",
2004,Prince Edward Island,After-tax income,"Elderly males, earner",
2004,Prince Edward Island,After-tax income,Elderly females,0.158
2004,Prince Edward Island,After-tax income,"Elderly females, non-earner",0.14
2004,Prince Edward Island,After-tax income,"Elderly females, earner",
2004,Prince Edward Island,After-tax income,Non-elderly males,0.315
2004,Prince Edward Island,After-tax income,"Non-elderly males, non-earner",
2004,Prince Edward Island,After-tax income,"Non-elderly males, earner",0.279
2004,Prince Edward Island,After-tax income,Non-elderly females,0.373
2004,Prince Edward Island,After-tax income,"Non-elderly females, non-earner",
2004,Prince Edward Island,After-tax income,"Non-elderly females, earner",0.329
2004,Nova Scotia,Market income,All family units,0.504
2004,Nova Scotia,Market income,"Economic families, two persons or more",0.425
2004,Nova Scotia,Market income,Elderly families,0.563
2004,Nova Scotia,Market income,Elderly married couples,0.543
2004,Nova Scotia,Market income,Other elderly families,0.617
2004,Nova Scotia,Market income,Non-elderly families,0.382
2004,Nova Scotia,Market income,Married couples,0.345
2004,Nova Scotia,Market income,"Married couples, no earners",0.489
2004,Nova Scotia,Market income,"Married couples, one earner",0.323
2004,Nova Scotia,Market income,"Married couples, two earners",0.321
2004,Nova Scotia,Market income,Two-parent families with children,0.35
2004,Nova Scotia,Market income,"Two-parent families with children, no earners",
2004,Nova Scotia,Market income,"Two-parent families with children, one earner",0.387
2004,Nova Scotia,Market income,"Two-parent families with children, two earners",0.32
2004,Nova Scotia,Market income,"Two-parent families with children, three or more earners",0.253
2004,Nova Scotia,Market income,Married couples with other relatives,0.298
2004,Nova Scotia,Market income,Lone-parent families,0.452
2004,Nova Scotia,Market income,Male lone-parent families,
2004,Nova Scotia,Market income,Female lone-parent families,0.442
2004,Nova Scotia,Market income,"Female lone-parent families, no earners",
2004,Nova Scotia,Market income,"Female lone-parent families, one earner",0.424
2004,Nova Scotia,Market income,"Female lone-parent families, two or more earners",
2004,Nova Scotia,Market income,Other non-elderly families,0.385
2004,Nova Scotia,Market income,Unattached individuals,0.594
2004,Nova Scotia,Market income,Elderly males,0.646
2004,Nova Scotia,Market income,"Elderly males, non-earner",0.645
2004,Nova Scotia,Market income,"Elderly males, earner",
2004,Nova Scotia,Market income,Elderly females,0.7
2004,Nova Scotia,Market income,"Elderly females, non-earner",0.708
2004,Nova Scotia,Market income,"Elderly females, earner",
2004,Nova Scotia,Market income,Non-elderly males,0.554
2004,Nova Scotia,Market income,"Non-elderly males, non-earner",0.84
2004,Nova Scotia,Market income,"Non-elderly males, earner",0.479
2004,Nova Scotia,Market income,Non-elderly females,0.521
2004,Nova Scotia,Market income,"Non-elderly females, non-earner",0.831
2004,Nova Scotia,Market income,"Non-elderly females, earner",0.436
2004,Nova Scotia,Total income,All family units,0.406
